PowerPlanGUID,PowerPlanName,SubGroup,SubGroupGUID,PowerSettingGUID,PowerSettingName,CurAcVal,CurDCVal
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,447235c7-6a8d-4cc0-8e24-9eaf70b96e2b,Processor performance core parking parked performance state,0x00000000,0x00000000
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,447235c7-6a8d-4cc0-8e24-9eaf70b96e2c,Processor performance core parking parked performance state for Processor Power Efficiency Class 1,0x00000000,0x00000000
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,45bcc044-d885-43e2-8605-ee0ec6e96b59,Processor performance boost policy,0x00000000,0x00000000
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,465e1f50-b610-473a-ab58-00d1077dc418,Processor performance increase policy,0x00000001,0x00000001
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,465e1f50-b610-473a-ab58-00d1077dc419,Processor performance increase policy for Processor Power Efficiency Class 1,0x00000003,0x00000003
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,4b92d758-5a24-4851-a470-815d78aee119,Processor idle demote threshold,0x00000014,0x00000014
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,4bdaf4e9-d103-46d7-a5f0-6280121616ef,Processor performance core parking distribution threshold,0x0000005a,0x0000005a
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,4d2b0152-7d5c-498b-88e2-34345392a2c5,Processor performance time check interval,0x000000c8,0x000000c8
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,4e4450b3-6179-4e91-b8f1-5bb9938f81a1,Processor duty cycling,0x00000000,0x00000000
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,5d76a2ca-e8c0-402f-a133-2158492d58ad,Processor idle disable,0x00000000,0x00000000
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,616cdaa5-695e-4545-97ad-97dc2d1bdd88,Latency sensitivity hint min unparked cores/packages,0x00000032,0x00000032
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,616cdaa5-695e-4545-97ad-97dc2d1bdd89,Latency sensitivity hint min unparked cores/packages for Processor Power Efficiency Class 1,0x00000000,0x00000000
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,619b7505-003b-4e82-b7a6-4dd29c300971,Latency sensitivity hint processor performance,0x00000000,0x00000000
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,619b7505-003b-4e82-b7a6-4dd29c300972,Latency sensitivity hint processor performance for Processor Power Efficiency Class 1,0x00000032,0x00000032
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,6c2993b0-8f48-481f-bcc6-00dd2742aa06,Processor idle threshold scaling,0x00000001,0x00000001
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,71021b41-c749-4d21-be74-a00f335d582b,Processor performance core parking decrease policy,0x00000000,0x00000000
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,75b0ae3f-bce0-45a7-8c89-c9611c25e100,Maximum processor frequency,0x00000000,0x00000000
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,75b0ae3f-bce0-45a7-8c89-c9611c25e101,Maximum processor frequency for Processor Power Efficiency Class 1,0x00000000,0x00000000
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,7b224883-b3cc-4d79-819f-8374152cbe7c,Processor idle promote threshold,0x00000028,0x00000028
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,7d24baa7-0b84-480f-840c-1b0743c00f5f,Processor performance history count,0x00000001,0x00000001
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,7d24baa7-0b84-480f-840c-1b0743c00f60,Processor performance history count for Processor Power Efficiency Class 1,0x00000001,0x00000001
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,7f2492b6-60b1-45e5-ae55-773f8cd5caec,Processor performance decrease time for Processor Power Efficiency Class 1,0x00000003,0x00000003
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,7f2f5cfa-f10c-4823-b5e1-e93ae85f46b5,Heterogeneous policy in effect,0x00000004,0x00000004
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,893dee8e-2bef-41e0-89c6-b55d0929964c,Minimum processor state,0x00000005,0x00000005
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,893dee8e-2bef-41e0-89c6-b55d0929964d,Minimum processor state for Processor Power Efficiency Class 1,0x00000005,0x00000005
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,8baa4a8a-14c6-4451-8e8b-14bdbd197537,Processor performance autonomous mode,0x00000001,0x00000001
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,93b8b6dc-0698-4d1c-9ee4-0644e900c85d,Heterogeneous thread scheduling policy,0x00000005,0x00000005
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,943c8cb6-6f93-4227-ad87-e9a3feec08d1,Processor performance core parking overutilization threshold,0x0000005a,0x0000005a
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,94d3a615-a899-4ac5-ae2b-e4d8f634367f,System cooling policy,0x00000000,0x00000000
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,984cf492-3bed-4488-a8f9-4286c97bf5aa,Processor performance increase time,0x00000003,0x00000003
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,984cf492-3bed-4488-a8f9-4286c97bf5ab,Processor performance increase time for Processor Power Efficiency Class 1,0x00000003,0x00000003
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,9943e905-9a30-4ec1-9b99-44dd3b76f7a2,Processor idle state maximum,0x00000000,0x00000000
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,b000397d-9b0b-483d-98c9-692a6060cfbf,Processor performance level increase threshold for Processor Power Efficiency Class 1 processor count increase,0x000000ff,0x000000ff
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,bae08b81-2d5e-4688-ad6a-13243356654b,Heterogeneous short running thread scheduling policy,0x00000005,0x00000005
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,bc5038f7-23e0-4960-96da-33abaf5935ec,Maximum processor state,0x00000064,0x00000064
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,bc5038f7-23e0-4960-96da-33abaf5935ed,Maximum processor state for Processor Power Efficiency Class 1,0x0000004b,0x0000004b
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,be337238-0d82-4146-a960-4f3749d470c7,Processor performance boost mode,0x00000002,0x00000002
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,c4581c31-89ab-4597-8e2b-9c9cab440e6b,Processor idle time check,0x0000c350,0x0000c350
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,c7be0679-2817-4d69-9d02-519a537ed0c6,Processor performance core parking increase policy,0x00000000,0x00000000
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,cfeda3d0-7697-4566-a922-a9086cd49dfa,Processor autonomous activity window,0x00007530,0x00007530
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,d8edeb9b-95cf-4f95-a73c-b061973693c8,Processor performance decrease time,0x00000001,0x00000001
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,d8edeb9b-95cf-4f95-a73c-b061973693c9,Processor performance decrease time for Processor Power Efficiency Class 1,0x00000002,0x00000002
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,dfd10d17-d5eb-45dd-877a-9a34ddd15c82,Processor performance core parking decrease time,0x00000002,0x00000002
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,e0007330-f589-42ed-a401-5ddb10e785d3,Processor performance core parking utility distribution,0x00000000,0x00000000
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,ea062031-0e34-4ff1-9b6d-eb1059334028,Processor performance core parking max cores,0x00000064,0x00000064
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,ea062031-0e34-4ff1-9b6d-eb1059334029,Processor performance core parking max cores for Processor Power Efficiency Class 1,0x00000064,0x00000064
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,f735a673-2066-4f80-a0c5-ddee0cf1bf5d,Processor performance core parking concurrency headroom threshold,0x00000014,0x00000014
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,f8861c27-95e7-475c-865b-13c0cb3f9d6b,Processor performance level decrease threshold for Processor Power Efficiency Class 1 processor count decrease,0x000000ff,0x000000ff
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,54533251-82be-4824-96c1-47b60b740d00,Processor power management,fddc842b-8364-4edc-94cf-c17f60de1c80,A floor performance for Processor Power Efficiency Class 0 when there are Processor Power Efficiency Class 1 processors unparked,0x00000064,0x00000064
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,5fb4938d-1ee8-4b0f-9a3c-5036b0ab995c,Graphics settings,dd848b2a-8a5d-4451-9ae2-39cd41658f6c,GPU preference policy,0x00000000,0x00000001
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,7516b95f-f776-4464-8c53-06167f40cc99,Display,17aaa29b-8b43-4b94-aafe-35f64daaf1ee,Dim display after,0x0000011d,0x00000069
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,7516b95f-f776-4464-8c53-06167f40cc99,Display,3c0bc021-c8a8-4e07-a973-6b14cbcb2b7e,Turn off display after,0x0000012c,0x00000078
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,7516b95f-f776-4464-8c53-06167f40cc99,Display,684c3e69-a4f7-4014-8754-d45179a56167,Advanced Color quality bias,0x00000001,0x00000000
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,7516b95f-f776-4464-8c53-06167f40cc99,Display,8ec4b3a5-6868-48c2-be75-4f3044be88a7,Console lock display off timeout,0x0000003c,0x0000003c
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,7516b95f-f776-4464-8c53-06167f40cc99,Display,90959d22-d6a1-49b9-af93-bce885ad335b,Adaptive display,0x00000000,0x00000000
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,7516b95f-f776-4464-8c53-06167f40cc99,Display,a9ceb8da-cd46-44fb-a98b-02af69de4623,Allow display required policy,0x00000001,0x00000001
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,7516b95f-f776-4464-8c53-06167f40cc99,Display,aded5e82-b909-4619-9949-f5d71dac0bcb,Display brightness,0x00000064,0x00000028
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,7516b95f-f776-4464-8c53-06167f40cc99,Display,f1fbfde2-a960-4165-9f88-50667911ce96,Dimmed display brightness,0x00000032,0x00000032
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,7516b95f-f776-4464-8c53-06167f40cc99,Display,fbd9aa66-9553-4097-ba44-ed6e9d65eab8,Enable adaptive brightness,0x00000000,0x00000000
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,8619b916-e004-4dd8-9b66-dae86f806698,Presence Aware Power Behavior,468fe7e5-1158-46ec-88bc-5b96c9e44fd0,Standby Reserve Time,0x00000000,0x000004b0
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,8619b916-e004-4dd8-9b66-dae86f806698,Presence Aware Power Behavior,49cb11a5-56e2-4afb-9d38-3df47872e21b,Standby Reset Percentage,0x00000000,0x00000000
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,8619b916-e004-4dd8-9b66-dae86f806698,Presence Aware Power Behavior,5adbbfbc-074e-4da1-ba38-db8b36b2c8f3,Non-sensor Input Presence Timeout,0x000000f0,0x000000f0
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,8619b916-e004-4dd8-9b66-dae86f806698,Presence Aware Power Behavior,60c07fe1-0556-45cf-9903-d56e32210242,Standby Budget Grace Period,0x00000000,0x00000000
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,8619b916-e004-4dd8-9b66-dae86f806698,Presence Aware Power Behavior,82011705-fb95-4d46-8d35-4042b1d20def,User Presence Prediction mode,0x00000000,0x00000000
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,8619b916-e004-4dd8-9b66-dae86f806698,Presence Aware Power Behavior,9fe527be-1b70-48da-930d-7bcf17b44990,Standby Budget Percent,0x00000000,0x00000000
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,8619b916-e004-4dd8-9b66-dae86f806698,Presence Aware Power Behavior,c763ee92-71e8-4127-84eb-f6ed043a3e3d,Standby Reserve Grace Period,0x00000000,0x00000000
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,9596fb26-9850-41fd-ac3e-f7c3c00afd4b,Multimedia settings,03680956-93bc-4294-bba6-4e0f09bb717f,When sharing media,0x00000000,0x00000000
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,9596fb26-9850-41fd-ac3e-f7c3c00afd4b,Multimedia settings,10778347-1370-4ee0-8bbd-33bdacaade49,Video playback quality bias.,0x00000001,0x00000000
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,9596fb26-9850-41fd-ac3e-f7c3c00afd4b,Multimedia settings,34c7b99f-9a6d-4b3c-8dc7-b6693b78cef4,When playing video,0x00000001,0x00000002
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,de830923-a562-41af-a086-e3a2c6bad2da,Energy Saver settings,13d09884-f74e-474a-a852-b6bde8ad03a8,Display brightness weight,0x00000064,0x00000046
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,de830923-a562-41af-a086-e3a2c6bad2da,Energy Saver settings,5c5bb349-ad29-4ee2-9d0b-2b25270f7a81,Energy Saver Policy,0x00000000,0x00000000
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,de830923-a562-41af-a086-e3a2c6bad2da,Energy Saver settings,e69653ca-cf7f-4f05-aa73-cb833fa90ad4,Charge level,0x00000000,0x00000014
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,e73a048d-bf27-4f12-9731-8b2076e8891f,Battery,5dbb7c9f-38e9-40d2-9749-4f8a0e9f640f,Critical battery notification,0x00000001,0x00000001
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,e73a048d-bf27-4f12-9731-8b2076e8891f,Battery,637ea02f-bbcb-4015-8e2c-a1c7b9c0b546,Critical battery action,0x00000002,0x00000002
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,e73a048d-bf27-4f12-9731-8b2076e8891f,Battery,8183ba9a-e910-48da-8769-14ae6dc1170a,Low battery level,0x0000000a,0x0000000a
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,e73a048d-bf27-4f12-9731-8b2076e8891f,Battery,9a66d8d7-4ff7-4ef9-b5a2-5a326ca2a469,Critical battery level,0x00000005,0x00000005
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,e73a048d-bf27-4f12-9731-8b2076e8891f,Battery,bcded951-187b-4d05-bccc-f7e51960c258,Low battery notification,0x00000001,0x00000001
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,e73a048d-bf27-4f12-9731-8b2076e8891f,Battery,d8742dcb-3e6a-4b3c-b3fe-374623cdcf06,Low battery action,0x00000000,0x00000000
a1841308-3541-4fab-bc81-f71556f20b4a,Power saver,e73a048d-bf27-4f12-9731-8b2076e8891f,Battery,f3c5027d-cd16-4930-aa6b-90db844a8f00,Reserve battery level,0x00000007,0x00000007
